Atualizado - Ability | 1 - Stench - Fedor
Cadastrado - Pokemon Stat | Pokemon ID: 925 - Stat ID: 5 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 925 - Stat ID: 6 - Base Stat: 111 - Effort: 2

Cadastrado - Pokemon Color | Pokemon ID: 925 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 925 - Egg Group ID: 5
Cadastrado - Pokemon Egg Groups | Pokemon ID: 925 - Egg Group ID: 6

Cadastrado - Pokemon Generation | Pokemon ID: 925 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 924 - Pokemon Id To: 925 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 926 - Fidough

Cadastrado - Pokemon Type | Pokemon ID: 926 - Type ID: 18 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 926 - Ability Id: 20
Cadastrado - Pokemon Ability | Pokemon ID: 926 - Ability Id: 103

Cadastrado - Pokemon Stat | Pokemon ID: 926 - Stat ID: 1 - Base Stat: 37 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 926 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 926 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 926 - Stat ID: 4 - Base Stat: 30 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 926 - Stat ID: 5 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 926 - Stat ID: 6 - Base Stat: 65 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 926 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 926 - Egg Group ID: 5
Cadastrado - Pokemon Egg Groups | Pokemon ID: 926 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 926 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 926 - Pokemon Id To: 927 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 927 - Dachsbun

Cadastrado - Pokemon Type | Pokemon ID: 927 - Type ID: 18 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 927 - Ability Id: 273
Cadastrado - Pokemon Ability | Pokemon ID: 927 - Ability Id: 165

Cadastrado - Pokemon Stat | Pokemon ID: 927 - Stat ID: 1 - Base Stat: 57 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 927 - Stat ID: 2 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 927 - Stat ID: 3 - Base Stat: 115 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 927 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 927 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 927 - Stat ID: 6 - Base Stat: 95 - Effort: 2

Cadastrado - Pokemon Color | Pokemon ID: 927 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 927 - Egg Group ID: 5
Cadastrado - Pokemon Egg Groups | Pokemon ID: 927 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 927 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 926 - Pokemon Id To: 927 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 928 - Smoliv

Cadastrado - Pokemon Type | Pokemon ID: 928 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 928 - Type ID: 1 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 928 - Ability Id: 48
Cadastrado - Pokemon Ability | Pokemon ID: 928 - Ability Id: 139

Cadastrado - Pokemon Stat | Pokemon ID: 928 - Stat ID: 1 - Base Stat: 41 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 928 - Stat ID: 2 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 928 - Stat ID: 3 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 928 - Stat ID: 4 - Base Stat: 58 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 928 - Stat ID: 5 - Base Stat: 51 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 928 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 928 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 928 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 928 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 928 - Pokemon Id To: 929 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 929 - Pokemon Id To: 930 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 929 - Dolliv

Cadastrado - Pokemon Type | Pokemon ID: 929 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 929 - Type ID: 1 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 929 - Ability Id: 48
Cadastrado - Pokemon Ability | Pokemon ID: 929 - Ability Id: 139

Cadastrado - Pokemon Stat | Pokemon ID: 929 - Stat ID: 1 - Base Stat: 52 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 929 - Stat ID: 2 - Base Stat: 53 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 929 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 929 - Stat ID: 4 - Base Stat: 78 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 929 - Stat ID: 5 - Base Stat: 78 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 929 - Stat ID: 6 - Base Stat: 33 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 929 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 929 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 929 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 928 - Pokemon Id To: 929 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 929 - Pokemon Id To: 930 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 930 - Arboliva

Cadastrado - Pokemon Type | Pokemon ID: 930 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 930 - Type ID: 1 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 930 - Ability Id: 269
Cadastrado - Pokemon Ability | Pokemon ID: 930 - Ability Id: 139

Cadastrado - Pokemon Stat | Pokemon ID: 930 - Stat ID: 1 - Base Stat: 78 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 930 - Stat ID: 2 - Base Stat: 69 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 930 - Stat ID: 3 - Base Stat: 90 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 930 - Stat ID: 4 - Base Stat: 125 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 930 - Stat ID: 5 - Base Stat: 109 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 930 - Stat ID: 6 - Base Stat: 39 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 930 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 930 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 930 - Generation ID: 9



Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 928 - Pokemon Id To: 929 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 929 - Pokemon Id To: 930 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 931 - Squawkabilly

Cadastrado - Pokemon Type | Pokemon ID: 931 - Type ID: 1 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 931 - Type ID: 3 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 931 - Ability Id: 22
Cadastrado - Pokemon Ability | Pokemon ID: 931 - Ability Id: 55
Cadastrado - Pokemon Ability | Pokemon ID: 931 - Ability Id: 62

Cadastrado - Pokemon Stat | Pokemon ID: 931 - Stat ID: 1 - Base Stat: 82 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 931 - Stat ID: 2 - Base Stat: 96 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 931 - Stat ID: 3 - Base Stat: 51 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 931 - Stat ID: 4 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 931 - Stat ID: 5 - Base Stat: 51 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 931 - Stat ID: 6 - Base Stat: 92 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 931 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 931 - Egg Group ID: 4

Cadastrado - Pokemon Generation | Pokemon ID: 931 - Generation ID: 9





-------------------------

CadAStrado - Pokemon | 932 - Nacli

Cadastrado - Pokemon Type | Pokemon ID: 932 - Type ID: 6 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 932 - Ability Id: 272
Cadastrado - Pokemon Ability | Pokemon ID: 932 - Ability Id: 5
Cadastrado - Pokemon Ability | Pokemon ID: 932 - Ability Id: 29

Cadastrado - Pokemon Stat | Pokemon ID: 932 - Stat ID: 1 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 932 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 932 - Stat ID: 3 - Base Stat: 75 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 932 - Stat ID: 4 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 932 - Stat ID: 5 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 932 - Stat ID: 6 - Base Stat: 25 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 932 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 932 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 932 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 932 - Pokemon Id To: 933 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 933 - Pokemon Id To: 934 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 933 - Naclstack

Cadastrado - Pokemon Type | Pokemon ID: 933 - Type ID: 6 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 933 - Ability Id: 272
Cadastrado - Pokemon Ability | Pokemon ID: 933 - Ability Id: 5
Cadastrado - Pokemon Ability | Pokemon ID: 933 - Ability Id: 29

Cadastrado - Pokemon Stat | Pokemon ID: 933 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 933 - Stat ID: 2 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 933 - Stat ID: 3 - Base Stat: 100 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 933 - Stat ID: 4 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 933 - Stat ID: 5 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 933 - Stat ID: 6 - Base Stat: 35 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 933 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 933 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 933 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 932 - Pokemon Id To: 933 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 933 - Pokemon Id To: 934 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 934 - Garganacl

Cadastrado - Pokemon Type | Pokemon ID: 934 - Type ID: 6 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 934 - Ability Id: 272
Cadastrado - Pokemon Ability | Pokemon ID: 934 - Ability Id: 5
Cadastrado - Pokemon Ability | Pokemon ID: 934 - Ability Id: 29

Cadastrado - Pokemon Stat | Pokemon ID: 934 - Stat ID: 1 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 934 - Stat ID: 2 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 934 - Stat ID: 3 - Base Stat: 130 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 934 - Stat ID: 4 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 934 - Stat ID: 5 - Base Stat: 90 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 934 - Stat ID: 6 - Base Stat: 35 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 934 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 934 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 934 - Generation ID: 9



Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 932 - Pokemon Id To: 933 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 933 - Pokemon Id To: 934 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 935 - Charcadet

Cadastrado - Pokemon Type | Pokemon ID: 935 - Type ID: 10 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 935 - Ability Id: 18
Cadastrado - Pokemon Ability | Pokemon ID: 935 - Ability Id: 49

Cadastrado - Pokemon Stat | Pokemon ID: 935 - Stat ID: 1 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 935 - Stat ID: 2 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 935 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 935 - Stat ID: 4 - Base Stat: 50 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 935 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 935 - Stat ID: 6 - Base Stat: 35 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 935 - Color ID: 8

Cadastrado - Pokemon Egg Groups | Pokemon ID: 935 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 935 - Generation ID: 9





-------------------------

CadAStrado - Pokemon | 936 - Armarouge

Cadastrado - Pokemon Type | Pokemon ID: 936 - Type ID: 10 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 936 - Type ID: 14 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 936 - Ability Id: 18
Cadastrado - Pokemon Ability | Pokemon ID: 936 - Ability Id: 133

Cadastrado - Pokemon Stat | Pokemon ID: 936 - Stat ID: 1 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 936 - Stat ID: 2 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 936 - Stat ID: 3 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 936 - Stat ID: 4 - Base Stat: 125 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 936 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 936 - Stat ID: 6 - Base Stat: 75 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 936 - Color ID: 8

Cadastrado - Pokemon Egg Groups | Pokemon ID: 936 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 936 - Generation ID: 9





-------------------------

CadAStrado - Pokemon | 937 - Ceruledge

Cadastrado - Pokemon Type | Pokemon ID: 937 - Type ID: 10 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 937 - Type ID: 8 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 937 - Ability Id: 18
Cadastrado - Pokemon Ability | Pokemon ID: 937 - Ability Id: 133

Cadastrado - Pokemon Stat | Pokemon ID: 937 - Stat ID: 1 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 937 - Stat ID: 2 - Base Stat: 125 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 937 - Stat ID: 3 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 937 - Stat ID: 4 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 937 - Stat ID: 5 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 937 - Stat ID: 6 - Base Stat: 85 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 937 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 937 - Egg Group ID: 8

Cadastrado - Pokemon Generation | Pokemon ID: 937 - Generation ID: 9





-------------------------

CadAStrado - Pokemon | 938 - Tadbulb

Cadastrado - Pokemon Type | Pokemon ID: 938 - Type ID: 13 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 938 - Ability Id: 20
Cadastrado - Pokemon Ability | Pokemon ID: 938 - Ability Id: 9
Cadastrado - Pokemon Ability | Pokemon ID: 938 - Ability Id: 6

Cadastrado - Pokemon Stat | Pokemon ID: 938 - Stat ID: 1 - Base Stat: 61 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 938 - Stat ID: 2 - Base Stat: 31 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 938 - Stat ID: 3 - Base Stat: 41 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 938 - Stat ID: 4 - Base Stat: 59 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 938 - Stat ID: 5 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 938 - Stat ID: 6 - Base Stat: 45 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 938 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 938 - Egg Group ID: 2

Cadastrado - Pokemon Generation | Pokemon ID: 938 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 938 - Pokemon Id To: 939 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 939 - Bellibolt

Cadastrado - Pokemon Type | Pokemon ID: 939 - Type ID: 13 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 939 - Ability Id: 280
Cadastrado - Pokemon Ability | Pokemon ID: 939 - Ability Id: 9
Cadastrado - Pokemon Ability | Pokemon ID: 939 - Ability Id: 6

Cadastrado - Pokemon Stat | Pokemon ID: 939 - Stat ID: 1 - Base Stat: 109 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 939 - Stat ID: 2 - Base Stat: 64 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 939 - Stat ID: 3 - Base Stat: 91 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 939 - Stat ID: 4 - Base Stat: 103 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 939 - Stat ID: 5 - Base Stat: 83 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 939 - Stat ID: 6 - Base Stat: 45 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 939 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 939 - Egg Group ID: 2

Cadastrado - Pokemon Generation | Pokemon ID: 939 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 938 - Pokemon Id To: 939 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 940 - Wattrel

Cadastrado - Pokemon Type | Pokemon ID: 940 - Type ID: 13 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 940 - Type ID: 3 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 940 - Ability Id: 277
Cadastrado - Pokemon Ability | Pokemon ID: 940 - Ability Id: 10
Cadastrado - Pokemon Ability | Pokemon ID: 940 - Ability Id: 172

Cadastrado - Pokemon Stat | Pokemon ID: 940 - Stat ID: 1 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 940 - Stat ID: 2 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 940 - Stat ID: 3 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 940 - Stat ID: 4 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 940 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 940 - Stat ID: 6 - Base Stat: 70 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 940 - Color ID: 1

Cadastrado - Pokemon Egg Groups | Pokemon ID: 940 - Egg Group ID: 2
Cadastrado - Pokemon Egg Groups | Pokemon ID: 940 - Egg Group ID: 4

Cadastrado - Pokemon Generation | Pokemon ID: 940 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 940 - Pokemon Id To: 941 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 941 - Kilowattrel

Cadastrado - Pokemon Type | Pokemon ID: 941 - Type ID: 13 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 941 - Type ID: 3 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 941 - Ability Id: 277
Cadastrado - Pokemon Ability | Pokemon ID: 941 - Ability Id: 10
Cadastrado - Pokemon Ability | Pokemon ID: 941 - Ability Id: 172

Cadastrado - Pokemon Stat | Pokemon ID: 941 - Stat ID: 1 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 941 - Stat ID: 2 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 941 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 941 - Stat ID: 4 - Base Stat: 105 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 941 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 941 - Stat ID: 6 - Base Stat: 125 - Effort: 2

Cadastrado - Pokemon Color | Pokemon ID: 941 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 941 - Egg Group ID: 2
Cadastrado - Pokemon Egg Groups | Pokemon ID: 941 - Egg Group ID: 4

Cadastrado - Pokemon Generation | Pokemon ID: 941 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 940 - Pokemon Id To: 941 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 942 - Maschiff

Cadastrado - Pokemon Type | Pokemon ID: 942 - Type ID: 17 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 942 - Ability Id: 22
Cadastrado - Pokemon Ability | Pokemon ID: 942 - Ability Id: 50
Cadastrado - Pokemon Ability | Pokemon ID: 942 - Ability Id: 198

Cadastrado - Pokemon Stat | Pokemon ID: 942 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 942 - Stat ID: 2 - Base Stat: 78 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 942 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 942 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 942 - Stat ID: 5 - Base Stat: 51 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 942 - Stat ID: 6 - Base Stat: 51 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 942 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 942 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 942 - Generation ID: 9



Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 942 - Pokemon Id To: 943 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 943 - Mabosstiff

Cadastrado - Pokemon Type | Pokemon ID: 943 - Type ID: 17 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 943 - Ability Id: 22
Cadastrado - Pokemon Ability | Pokemon ID: 943 - Ability Id: 275
Cadastrado - Pokemon Ability | Pokemon ID: 943 - Ability Id: 198

Cadastrado - Pokemon Stat | Pokemon ID: 943 - Stat ID: 1 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 943 - Stat ID: 2 - Base Stat: 120 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 943 - Stat ID: 3 - Base Stat: 90 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 943 - Stat ID: 4 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 943 - Stat ID: 5 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 943 - Stat ID: 6 - Base Stat: 85 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 943 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 943 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 943 - Generation ID: 9



Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 942 - Pokemon Id To: 943 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 944 - Shroodle

Cadastrado - Pokemon Type | Pokemon ID: 944 - Type ID: 4 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 944 - Type ID: 1 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 944 - Ability Id: 84
Cadastrado - Pokemon Ability | Pokemon ID: 944 - Ability Id: 124
Cadastrado - Pokemon Ability | Pokemon ID: 944 - Ability Id: 158

Cadastrado - Pokemon Stat | Pokemon ID: 944 - Stat ID: 1 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 944 - Stat ID: 2 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 944 - Stat ID: 3 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 944 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 944 - Stat ID: 5 - Base Stat: 35 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 944 - Stat ID: 6 - Base Stat: 75 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 944 - Color ID: 4
