Atualizado - Pokemon | 1001 - Wo-chien

Atualizado - Pokemon Stat | Pokemon ID: 10225 - Stat ID: 1 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10225 - Stat ID: 2 - Base Stat: 95 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10225 - Stat ID: 3 - Base Stat: 115 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10225 - Stat ID: 4 - Base Stat: 120 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10225 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10225 - Stat ID: 6 - Base Stat: 85 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10225 - Color ID: 9

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10225 - Egg Group ID: 10
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10225 - Egg Group ID: 14

Já cadastrado  - Pokemon Generation | Pokemon ID: 10225 - Generation ID: 8

Já cadastrado  - Pokemon Shape | Pokemon ID: 10225 - Shape ID: 6


-------------------------

Atualizado - Pokemon | 10226 - Urshifu-single-strike-gmax

Atualizado - Pokemon Ability | Pokemon ID: 10226 - Ability Id: 260 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10226 - Stat ID: 1 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10226 - Stat ID: 2 - Base Stat: 130 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10226 - Stat ID: 3 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10226 - Stat ID: 4 - Base Stat: 63 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10226 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10226 - Stat ID: 6 - Base Stat: 97 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10226 - Color ID: 4

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10226 - Egg Group ID: 15

Já cadastrado  - Pokemon Generation | Pokemon ID: 10226 - Generation ID: 8

Já cadastrado  - Pokemon Shape | Pokemon ID: 10226 - Shape ID: 12

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 891 - Pokemon Id To: 892 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10227 - Urshifu-rapid-strike-gmax

Atualizado - Pokemon Ability | Pokemon ID: 10227 - Ability Id: 260 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10227 - Stat ID: 1 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10227 - Stat ID: 2 - Base Stat: 130 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10227 - Stat ID: 3 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10227 - Stat ID: 4 - Base Stat: 63 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10227 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10227 - Stat ID: 6 - Base Stat: 97 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10227 - Color ID: 4

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10227 - Egg Group ID: 15

Já cadastrado  - Pokemon Generation | Pokemon ID: 10227 - Generation ID: 8

Já cadastrado  - Pokemon Shape | Pokemon ID: 10227 - Shape ID: 12

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 891 - Pokemon Id To: 892 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10228 - Toxtricity-low-key-gmax

Atualizado - Pokemon Ability | Pokemon ID: 10228 - Ability Id: 244 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10228 - Ability Id: 58 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10228 - Ability Id: 101 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10228 - Stat ID: 1 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10228 - Stat ID: 2 - Base Stat: 98 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10228 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10228 - Stat ID: 4 - Base Stat: 114 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10228 - Stat ID: 5 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10228 - Stat ID: 6 - Base Stat: 75 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10228 - Color ID: 7

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10228 - Egg Group ID: 8

Já cadastrado  - Pokemon Generation | Pokemon ID: 10228 - Generation ID: 8

Já cadastrado  - Pokemon Shape | Pokemon ID: 10228 - Shape ID: 6

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 848 - Pokemon Id To: 849 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10229 - Growlithe-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10229 - Ability Id: 22 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10229 - Ability Id: 18 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10229 - Ability Id: 154 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10229 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10229 - Stat ID: 2 - Base Stat: 75 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10229 - Stat ID: 3 - Base Stat: 45 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10229 - Stat ID: 4 - Base Stat: 65 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10229 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10229 - Stat ID: 6 - Base Stat: 55 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10229 - Color ID: 3

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10229 - Egg Group ID: 5

Já cadastrado  - Pokemon Generation | Pokemon ID: 10229 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10229 - Habitat ID: 3

Já cadastrado  - Pokemon Shape | Pokemon ID: 10229 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 58 - Pokemon Id To: 59 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10230 - Arcanine-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10230 - Ability Id: 22 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10230 - Ability Id: 18 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10230 - Ability Id: 154 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10230 - Stat ID: 1 - Base Stat: 95 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10230 - Stat ID: 2 - Base Stat: 115 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10230 - Stat ID: 3 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10230 - Stat ID: 4 - Base Stat: 95 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10230 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10230 - Stat ID: 6 - Base Stat: 90 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10230 - Color ID: 3

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10230 - Egg Group ID: 5

Já cadastrado  - Pokemon Generation | Pokemon ID: 10230 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10230 - Habitat ID: 3

Já cadastrado  - Pokemon Shape | Pokemon ID: 10230 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 58 - Pokemon Id To: 59 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10231 - Voltorb-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10231 - Ability Id: 43 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10231 - Ability Id: 9 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10231 - Ability Id: 106 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10231 - Stat ID: 1 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10231 - Stat ID: 2 - Base Stat: 30 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10231 - Stat ID: 3 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10231 - Stat ID: 4 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10231 - Stat ID: 5 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10231 - Stat ID: 6 - Base Stat: 100 - Effort: 1

Já cadastrado  - Pokemon Color | Pokemon ID: 10231 - Color ID: 8

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10231 - Egg Group ID: 10

Já cadastrado  - Pokemon Generation | Pokemon ID: 10231 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10231 - Habitat ID: 8

Já cadastrado  - Pokemon Shape | Pokemon ID: 10231 - Shape ID: 1

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 100 - Pokemon Id To: 101 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10232 - Electrode-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10232 - Ability Id: 43 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10232 - Ability Id: 9 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10232 - Ability Id: 106 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10232 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10232 - Stat ID: 2 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10232 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10232 - Stat ID: 4 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10232 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10232 - Stat ID: 6 - Base Stat: 150 - Effort: 2

Já cadastrado  - Pokemon Color | Pokemon ID: 10232 - Color ID: 8

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10232 - Egg Group ID: 10

Já cadastrado  - Pokemon Generation | Pokemon ID: 10232 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10232 - Habitat ID: 8

Já cadastrado  - Pokemon Shape | Pokemon ID: 10232 - Shape ID: 1

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 100 - Pokemon Id To: 101 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10233 - Typhlosion-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10233 - Ability Id: 66 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10233 - Ability Id: 18 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10233 - Stat ID: 1 - Base Stat: 73 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10233 - Stat ID: 2 - Base Stat: 84 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10233 - Stat ID: 3 - Base Stat: 78 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10233 - Stat ID: 4 - Base Stat: 119 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10233 - Stat ID: 5 - Base Stat: 85 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10233 - Stat ID: 6 - Base Stat: 95 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10233 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10233 - Egg Group ID: 5

Já cadastrado  - Pokemon Generation | Pokemon ID: 10233 - Generation ID: 2

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10233 - Habitat ID: 3

Já cadastrado  - Pokemon Shape | Pokemon ID: 10233 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 155 - Pokemon Id To: 156 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 156 - Pokemon Id To: 157 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10234 - Qwilfish-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10234 - Ability Id: 38 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10234 - Ability Id: 33 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10234 - Ability Id: 22 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10234 - Stat ID: 1 - Base Stat: 65 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10234 - Stat ID: 2 - Base Stat: 95 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10234 - Stat ID: 3 - Base Stat: 85 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10234 - Stat ID: 4 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10234 - Stat ID: 5 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10234 - Stat ID: 6 - Base Stat: 85 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10234 - Color ID: 4

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10234 - Egg Group ID: 12

Já cadastrado  - Pokemon Generation | Pokemon ID: 10234 - Generation ID: 2

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10234 - Habitat ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10234 - Shape ID: 3

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 211 - Pokemon Id To: 904 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10235 - Sneasel-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10235 - Ability Id: 39 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10235 - Ability Id: 51 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10235 - Ability Id: 143 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10235 - Stat ID: 1 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10235 - Stat ID: 2 - Base Stat: 95 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10235 - Stat ID: 3 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10235 - Stat ID: 4 - Base Stat: 35 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10235 - Stat ID: 5 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10235 - Stat ID: 6 - Base Stat: 115 - Effort: 1

Já cadastrado  - Pokemon Color | Pokemon ID: 10235 - Color ID: 1

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10235 - Egg Group ID: 5

Já cadastrado  - Pokemon Generation | Pokemon ID: 10235 - Generation ID: 2

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10235 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10235 - Shape ID: 6


-------------------------

Atualizado - Pokemon | 10236 - Samurott-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10236 - Ability Id: 67 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10236 - Ability Id: 75 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10236 - Stat ID: 1 - Base Stat: 90 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10236 - Stat ID: 2 - Base Stat: 108 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10236 - Stat ID: 3 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10236 - Stat ID: 4 - Base Stat: 100 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10236 - Stat ID: 5 - Base Stat: 65 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10236 - Stat ID: 6 - Base Stat: 85 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10236 - Color ID: 2

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10236 - Egg Group ID: 5

Já cadastrado  - Pokemon Generation | Pokemon ID: 10236 - Generation ID: 5

Já cadastrado  - Pokemon Shape | Pokemon ID: 10236 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 501 - Pokemon Id To: 502 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 502 - Pokemon Id To: 503 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10237 - Lilligant-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10237 - Ability Id: 34 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10237 - Ability Id: 55 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10237 - Ability Id: 102 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10237 - Stat ID: 1 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10237 - Stat ID: 2 - Base Stat: 105 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10237 - Stat ID: 3 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10237 - Stat ID: 4 - Base Stat: 50 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10237 - Stat ID: 5 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10237 - Stat ID: 6 - Base Stat: 105 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10237 - Color ID: 5

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10237 - Egg Group ID: 7

Já cadastrado  - Pokemon Generation | Pokemon ID: 10237 - Generation ID: 5

Já cadastrado  - Pokemon Shape | Pokemon ID: 10237 - Shape ID: 5

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 548 - Pokemon Id To: 549 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10238 - Zorua-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10238 - Ability Id: 149 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10238 - Stat ID: 1 - Base Stat: 35 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10238 - Stat ID: 2 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10238 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10238 - Stat ID: 4 - Base Stat: 85 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10238 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10238 - Stat ID: 6 - Base Stat: 70 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10238 - Color ID: 4

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10238 - Egg Group ID: 5

Já cadastrado  - Pokemon Generation | Pokemon ID: 10238 - Generation ID: 5

Já cadastrado  - Pokemon Shape | Pokemon ID: 10238 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 570 - Pokemon Id To: 571 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10239 - Zoroark-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10239 - Ability Id: 149 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10239 - Stat ID: 1 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10239 - Stat ID: 2 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10239 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10239 - Stat ID: 4 - Base Stat: 125 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10239 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10239 - Stat ID: 6 - Base Stat: 110 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10239 - Color ID: 4

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10239 - Egg Group ID: 5

Já cadastrado  - Pokemon Generation | Pokemon ID: 10239 - Generation ID: 5

Já cadastrado  - Pokemon Shape | Pokemon ID: 10239 - Shape ID: 6

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 570 - Pokemon Id To: 571 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10240 - Braviary-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10240 - Ability Id: 51 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10240 - Ability Id: 125 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10240 - Ability Id: 128 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10240 - Stat ID: 1 - Base Stat: 110 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10240 - Stat ID: 2 - Base Stat: 83 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10240 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10240 - Stat ID: 4 - Base Stat: 112 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10240 - Stat ID: 5 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10240 - Stat ID: 6 - Base Stat: 65 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10240 - Color ID: 8

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10240 - Egg Group ID: 4

Já cadastrado  - Pokemon Generation | Pokemon ID: 10240 - Generation ID: 5

Já cadastrado  - Pokemon Shape | Pokemon ID: 10240 - Shape ID: 9

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 627 - Pokemon Id To: 628 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10241 - Sliggoo-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10241 - Ability Id: 157 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10241 - Ability Id: 142 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10241 - Ability Id: 183 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10241 - Stat ID: 1 - Base Stat: 58 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10241 - Stat ID: 2 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10241 - Stat ID: 3 - Base Stat: 83 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10241 - Stat ID: 4 - Base Stat: 83 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10241 - Stat ID: 5 - Base Stat: 113 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10241 - Stat ID: 6 - Base Stat: 40 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10241 - Color ID: 7

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10241 - Egg Group ID: 14

Já cadastrado  - Pokemon Generation | Pokemon ID: 10241 - Generation ID: 6

Já cadastrado  - Pokemon Shape | Pokemon ID: 10241 - Shape ID: 2

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 704 - Pokemon Id To: 705 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 705 - Pokemon Id To: 706 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10242 - Goodra-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10242 - Ability Id: 157 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10242 - Ability Id: 142 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10242 - Ability Id: 183 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10242 - Stat ID: 1 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10242 - Stat ID: 2 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10242 - Stat ID: 3 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10242 - Stat ID: 4 - Base Stat: 110 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10242 - Stat ID: 5 - Base Stat: 150 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10242 - Stat ID: 6 - Base Stat: 60 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10242 - Color ID: 7

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10242 - Egg Group ID: 14

Já cadastrado  - Pokemon Generation | Pokemon ID: 10242 - Generation ID: 6

Já cadastrado  - Pokemon Shape | Pokemon ID: 10242 - Shape ID: 6

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 704 - Pokemon Id To: 705 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 705 - Pokemon Id To: 706 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10243 - Avalugg-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10243 - Ability Id: 173 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10243 - Ability Id: 115 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10243 - Ability Id: 5 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10243 - Stat ID: 1 - Base Stat: 95 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10243 - Stat ID: 2 - Base Stat: 127 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10243 - Stat ID: 3 - Base Stat: 184 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10243 - Stat ID: 4 - Base Stat: 34 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10243 - Stat ID: 5 - Base Stat: 36 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10243 - Stat ID: 6 - Base Stat: 38 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10243 - Color ID: 2

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10243 - Egg Group ID: 1
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10243 - Egg Group ID: 10

Já cadastrado  - Pokemon Generation | Pokemon ID: 10243 - Generation ID: 6

Já cadastrado  - Pokemon Shape | Pokemon ID: 10243 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 712 - Pokemon Id To: 713 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10244 - Decidueye-hisui

Atualizado - Pokemon Ability | Pokemon ID: 10244 - Ability Id: 65 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10244 - Ability Id: 203 - Is True: 1

